id,name,shares,likes,loves,wow,cares,sad,angry,haha,reactions_count,comments,content,posted_on,video,image,post_url
pfbid027QF6qtPDuhNZAkbhpD62qqvpXYmt7FQRpgEqD4j385fZAVwVjFCkjCatqqiEw1ASl,Nacional Pauper,0,3,0,0,0,0,0,0,3,2,"INSCRIÇÕES PARA A FINAL DO NACIONAL PAUPER 2023Olá pessoal,Já estão abertas as inscrições para o Nacional Pauper 2023Apenas jogadores classificados poderão jogar.As inscrições devem ser pagas até o dia 26/11/2023, após essa data não serão mais aceitos pagamentos. Lembrando que quem não pagou não poderá jogar a final.Envie um e-mail para nacionalpauper@outlook.com , informando seu nome e a loja na qual conquistou a vaga para receber os dados e instruções de pagamento.Até mais!",2023-11-15T17:12:13.675812,[],https://scontent.fcpq3-1.fna.fbcdn.net/v/t39.30808-6/401808671_354995583573049_8728708841658539010_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_ohc=kjIDimBcTV0AX-adyTu&_nc_ht=scontent.fcpq3-1.fna&oh=00_AfC2OckOieZgusAWJKbOhPgdQChs-OuyA6U5LsvHpq5MHg&oe=65612F17,https://www.facebook.com/NacionalPauper/posts/pfbid027QF6qtPDuhNZAkbhpD62qqvpXYmt7FQRpgEqD4j385fZAVwVjFCkjCatqqiEw1ASl?__cft__[0]=AZWCsg1a98mwwktqmNip-AUzCw60GW5UgYCZfE5YsBAc_5AG0j_yJllFqKMqYVcttogrwou6Pr4T34f_i6ldnb_Yf-yUAualNv7qQOX8t9bKeb5-C3Wf2ghJ6LJ-OrT6ivp7gycdOXpnCbnHcGRMea3hJ8S4EJWfgSXXB1cebpnHcuuQMLAUDIbhs3HlRECZ8KghLkfe8ke615o9RQgmg4PZ&__tn__=%2CO%2CP-R
pfbid02ZJDAZBFfmywppTakbTyjYVDrrNC8bZT8V8nDL634Xip2UUkGXMpPX5LBc7Y9YQs3l,Nacional Pauper,0,1,0,0,0,0,0,0,1,0,Deck list do jogador classificado pela Meruru Liberdade - São Paulo - SPFábio DiasURMain Deck:2 Fathom Seer4 Phyrexian Walker11 Island4 Meeting of Minds1 Deceive the Messenger3 Ornithopter4 Molten Tributary4 Augur of Bolas4 Lorien Revealed3 Gigadrowse4 Hard Evidence4 Fallaji Archaeologist1 Shared Discovery4 Startle3 Springleaf Drum1 Keep Watch3 Rites of InitiationSideboard:2 Counterspell2 Relic of Progenitus3 Hydroblast3 Enchantment Alteration1 End the Festivities1 Rites of Initiation1 Skyshaper1 Callous Dismissal1 Snapback--------------------------------------------------------------------------Gostaria de participar ou organizar nossos classificatórios?Contato: nacionalpauper@outlook.comNacional Pauper - Não fique de fora!!!,2023-11-15T17:12:20.155834,[],https://scontent.fcpq3-1.fna.fbcdn.net/v/t39.30808-6/401840030_354914066914534_7233973467945877301_n.jpg?stp=dst-jpg_p75x225&_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_ohc=ERuJ77RpK9cAX9i6BZW&_nc_ht=scontent.fcpq3-1.fna&oh=00_AfDG2sgm-dEA6voQijRpOg9K1AUQ8KnQPecjPXFhvkGU-w&oe=655FBD04 https://scontent.fcpq3-1.fna.fbcdn.net/v/t39.30808-6/401837186_354914133581194_6197462580782179735_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_ohc=E549IY-t2IgAX-QMCmv&_nc_ht=scontent.fcpq3-1.fna&oh=00_AfB_VQ_h7sMz-lirfEuKK67bvmkAyZAm-MnsKe_aDLV4yA&oe=6561680D,https://www.facebook.com/NacionalPauper/posts/pfbid02ZJDAZBFfmywppTakbTyjYVDrrNC8bZT8V8nDL634Xip2UUkGXMpPX5LBc7Y9YQs3l?__cft__[0]=AZWfGEyjwVr4U8oUvs3qv1Dl6Kps3VP-5fozcSeDvSfg6eHimQjz46e105YYqL9rTxsM89DZJQXSiOocPoM-l_RnSw4ybEdfsmZ_9f6QwVCoXYNzgZWvzohvnSSfMNB_t-fQKJEt7TAPQNnT85Nh0Vx7_egfcozoVfcdL41KkD-g_u_0_DHXBXK0IdcC7UvViuoMU9ShGU2harnOw9WoNoBW&__tn__=%2CO%2CP-R
pfbid06Zs7jKwE5HjdZgr812BPXFjZsRkrXiyr3iUg9WtYmUEez9i8XefgguaTxnMQgPcxl,Nacional Pauper,0,2,0,0,0,0,0,0,2,0,Deck list do jogador que recebeu bye 1 pela Meruru Liberdade - São Paulo - SPArtur SibutaUB FaeriesMain Deck:4 Contaminated Aquifer10 Island2 Swamp1 Bojuka Bog1 Maestros Theater1 Dispel2 Preordain3 Brainstorm3 Faerie Seer4 Augur of Bolas1 Chainer's Edict4 Counterspell1 Echoing Decay2 Cast Down1 Agony Warp4 Spellstutter Sprite1 Suffocating Fumes2 Thorn of the Black Rose4 Snuff Out3 Ninja of the Deep Hours4 Lorien Revealed2 Gurmag AnglerSideboard:1 Dispel3 Blue Elemental Blast3 Hydroblast2 Chainer's Edict1 Agony Warp1 Unexpected Fangs1 Suffocating Fumes1 Arms of Hadar1 Murmuring Mystic1 Okiba-Gang Shinobi--------------------------------------------------------------------------Gostaria de participar ou organizar nossos classificatórios?Contato: nacionalpauper@outlook.comNacional Pauper - Não fique de fora!!!,2023-11-15T17:12:20.403697,[],https://scontent.fcpq3-1.fna.fbcdn.net/v/t39.30808-6/401787409_354912370248037_7699575737972990182_n.jpg?stp=dst-jpg_p75x225&_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_ohc=Pz30D-Rrj8QAX8BImdE&_nc_ht=scontent.fcpq3-1.fna&oh=00_AfARGt1w1IHuHcS7N73d560b9B9lGi5EhrDvUTJKH9t6MA&oe=655FB74A https://scontent.fcpq3-1.fna.fbcdn.net/v/t39.30808-6/401847368_354912466914694_8567571245808188786_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_ohc=YXOdLCa9mAwAX9SYTyY&_nc_ht=scontent.fcpq3-1.fna&oh=00_AfD8kj5clf03StatnlpdUG4RCuQ3ZMX9m6KcvAorN6aZIA&oe=6560EE6E,https://www.facebook.com/NacionalPauper/posts/pfbid06Zs7jKwE5HjdZgr812BPXFjZsRkrXiyr3iUg9WtYmUEez9i8XefgguaTxnMQgPcxl?__cft__[0]=AZWocixg5SczuCSFHGfWOREfvUv2JZa1F_4kGy__uU7w9Ysmv9HPdAsrh5dxgOlCZ_YrJ9R3DNKIDj9h-lluAL59rtWRbHVsPAbl9cDoW2T1oBiV5XzNmHyiN8YOIkI76KsvSerXFWSPJa0r-XK5feYOMpeGk0kUl8acVv8-zEHWQB5PpHUtHSnmu6sGB6YgiooH_zBzorPpj9RSBY0sot0_&__tn__=%2CO%2CP-R
pfbid0LvoxP5JJkPoDbkuH6AjSxt39UnZRbZoAwZPNws32z66tqMmGs8pYNAvstFqB4uhYl,Nacional Pauper,2,2,0,0,0,0,0,0,2,2,Deck list do jogador que recebeu bye 1 pela Meruru Liberdade - São Paulo - SPPedro SanchesBGMain Deck:2 Haunted Mire1 Witch's Cottage10 Swamp1 Golgari Rot Farm4 Khalni Garden3 Crypt Rats2 Thorn of the Black Rose4 Avenging Hunter2 Troll of Khazad-dûm2 Candy Trail1 Blood Fountain3 Lembas2 Ichor Wellspring1 Duress4 Chainer's Edict3 Defile2 Reckoner's Bargain4 Deadly Dispute4 Cast Down1 Suffocating Fumes2 Snuff Out2 Spinning DarknessSideboard:2 Troublemaker Ouphe2 Relic of Progenitus2 Duress3 Drown in Sorrow4 Weather the Storm2 Deglamer--------------------------------------------------------------------------Gostaria de participar ou organizar nossos classificatórios?Contato: nacionalpauper@outlook.comNacional Pauper - Não fique de fora!!!,2023-11-15T17:12:20.537406,[],https://scontent.fcpq3-1.fna.fbcdn.net/v/t39.30808-6/401777214_354908056915135_6258216292228554187_n.jpg?stp=dst-jpg_p75x225&_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_ohc=tH9JvGsjLhoAX-HFxEj&_nc_ht=scontent.fcpq3-1.fna&oh=00_AfDsHv14qpBaif8VXXrNXYt-eVr4FUi4d43I0khz7eiNAw&oe=656053EF https://scontent.fcpq3-1.fna.fbcdn.net/v/t39.30808-6/401845590_354908146915126_6074513978365664695_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_ohc=KF6L52f9m68AX-OQ15z&_nc_oc=AQnVYHhz6MO4CexRT6BisbNjcpZdyG2a5dHJeYoN_4S_E6YSm3VvwoVQmGLBJJ3Ai5XjSN9Y4ZFmwJAZQx_uqVhA&_nc_ht=scontent.fcpq3-1.fna&oh=00_AfATUHmZ84DyBz5-uI2tN1KqmUwQsUMjC9gQd1mBp_I6pQ&oe=655FCEFB https://static.xx.fbcdn.net/rsrc.php/v3/yw/r/8iuTX4LlGZO.png,https://www.facebook.com/NacionalPauper/posts/pfbid0LvoxP5JJkPoDbkuH6AjSxt39UnZRbZoAwZPNws32z66tqMmGs8pYNAvstFqB4uhYl?__cft__[0]=AZUfnx6cLQ9jIF9ng84igF7qHCJ71wSiOAFSeHjGCvHVCX-OJm9scqnyavdsdl_tYJehxflYFzwodv3lBXXV69-ZejPUztAxeWjkcwjBVygrZLFbtVENFDXfKFazCCc-etekqu-96k6JIYgwQIOtE0WpK23kJPoOeN6RiezWNZ0GpAiX6VGXiFoTchWD7DasFXFoRbsJIhrDg1YCh9kMArcE&__tn__=%2CO%2CP-R
pfbid02aN2KDtS7ETLd45BX9NzwBHM9YZdLnCqTfWFbNuR6KTH9BsWundrCfVbxnZQtBn9xl,Nacional Pauper,0,2,0,0,0,0,0,0,2,2,Deck list do jogador classificado pela Meruru Liberdade - São Paulo - SPGuilherme ViniciusAffinityMain Deck:4 Razortide Bridge4 Seat of the Synod2 Island4 Ancient Den3 Darksteel Citadel4 Ornithopter4 Gingerbrute4 Thraben Inspector4 Moon-Circuit Hacker4 Frogmite4 Myr Enforcer4 Springleaf Drum1 Greatsword of Tyr4 All That Glitters3 Of One Mind4 Thoughtcast3 Metallic RebukeSideboard:2 crimson Acolyte2 Relic of Progenitus3 Dust to Dust2 Obsidian Acolyte4 hydroblast2 Turn Aside--------------------------------------------------------------------------Gostaria de participar ou organizar nossos classificatórios?Contato: nacionalpauper@outlook.comNacional Pauper - Não fique de fora!!!,2023-11-15T17:12:20.639287,[],https://scontent.fcpq3-1.fna.fbcdn.net/v/t39.30808-6/402031681_354906380248636_637116826139008593_n.jpg?stp=dst-jpg_p75x225&_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_ohc=LCakZRW0NoAAX8omJWs&_nc_ht=scontent.fcpq3-1.fna&oh=00_AfCKTF3K5l18JkF8N1cPMbdrDgvH6QEH5Y6AcmvDkRQ5VA&oe=6560714F https://scontent.fcpq3-1.fna.fbcdn.net/v/t39.30808-6/401856718_354906433581964_1881571565294755896_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_ohc=Zyc_tGvgCrkAX_dq2o6&_nc_ht=scontent.fcpq3-1.fna&oh=00_AfD-qp4jEzWb0xKRHOowAHA9KOnZL38F-CyRhAzYkVYfHg&oe=6560E402,https://www.facebook.com/NacionalPauper/posts/pfbid02aN2KDtS7ETLd45BX9NzwBHM9YZdLnCqTfWFbNuR6KTH9BsWundrCfVbxnZQtBn9xl?__cft__[0]=AZU9B46cUbPy4jBFtHvqom2eO2TqG2b-SJEmU4rJYOYYz7azhAcNxtJwomdxFzCfvY3WQtoncfYPgbrKRp6LXaSufrlywW9OJCFQ_Pg2HX-gQ7wEgW4U4-jkdlV1wLzM0rTKosL8N9aC9oHKQzf5a8VldMmI2He6f9c84aFTIKHLrMttnMag89WOCR-sqvXu0vhu98lz8X0lfPCuS3MqT0n9&__tn__=%2CO%2CP-R
pfbid0e5iNJ9J4Mb9a7vgG2kvg63oqmA9wspiezcqSjUdZdCz95gCkHezNqCiV2T2dqEqnl,Nacional Pauper,0,2,0,0,0,0,0,0,2,2,Deck list do jogador classificado pela Meruru Liberdade - São Paulo - SPWhashington Ilario MedeirosBG GardenMain Deck:3 Avenging Hunter1 Blood Fountain4 Cast Down4 Chainer's Edict3 Crypt Rats4 Deadly Dispute2 Defile1 Golgari Rot Farm1 Haunted Mire4 Ichor Wellspring4 Khalni Garden3 Lembas1 Raven's Crime3 Reckoner's Bargain2 Snuff Out2 Spinning Darkness13 Swamp2 Thorn of the Black Rose2 Troll of Khazad-dum1 Witch's CottageSideboard:3 Deglamer2 Drown in Sorrow2 Duress1 Moment's Peace3 Nihil Spellbomb4 Weather the Storm--------------------------------------------------------------------------Gostaria de participar ou organizar nossos classificatórios?Contato: nacionalpauper@outlook.comNacional Pauper - Não fique de fora!!!,2023-11-15T17:12:27.059416,[],https://scontent.fcpq3-1.fna.fbcdn.net/v/t39.30808-6/401856680_354903173582290_6368120157517618645_n.jpg?stp=dst-jpg_p75x225&_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_ohc=S-pCBKXpoJ8AX-wfL-5&_nc_ht=scontent.fcpq3-1.fna&oh=00_AfAPTz7fcaP3nI23trKNpzXDmqgxxwIzK-nOzBHckrGCTA&oe=65600564 https://scontent.fcpq3-1.fna.fbcdn.net/v/t39.30808-6/401806985_354903270248947_2753325446812153505_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_ohc=o9SQ_2GAETcAX-7pb2X&_nc_ht=scontent.fcpq3-1.fna&oh=00_AfASZ38h9_y5YC-eLbC2TWFwIRD7tAxDhlVIIwId1zY1dg&oe=656065B9,https://www.facebook.com/NacionalPauper/posts/pfbid0e5iNJ9J4Mb9a7vgG2kvg63oqmA9wspiezcqSjUdZdCz95gCkHezNqCiV2T2dqEqnl?__cft__[0]=AZXiwDDvHL0hc3VpJEu_IUU0JYNca6iYq8EbFUOkwxRYdPdJF_bdeWYRdwjjHslZUL4HSmDYIPq10NfZOE1Nsa8yXnTHXAtdFhjmJl32i3tYaw5_tlX4Tx_1gRaIxPlWWaos9pXA1pWUIu-1dTlF0H18jlEladmeaPqeNR_gG4M-yAQUkkdForWQ099_A5-Z_mnVg_mlbrQBoW-bFg8iuund&__tn__=%2CO%2CP-R
pfbid036Y1KHSJjRj9pJ6jvihfSEoLXgGXFAnLT3Rn5GaX9LhfpqnVt2UQMGXgZupUjLST7l,Nacional Pauper,0,0,0,0,0,0,0,0,0,2,Deck list do jogador classificado pela Meruru Liberdade - São Paulo - SPMarcio NagatamiUWMain Deck:3 Azorius Guildgate 4 Basilisk Gate 4 Brainstorm 4 Citadel Gate 4 Counterspell 2 Dawnbringer Cleric 1 Destroy Evil 1 Dispel 1 Glacial Floodplain 2 Guardian of the Guildpact 1 Heap Gate 4 Island 4 Journey to Nowhere 2 Lórien Revealed 3 Preordain 4 Prismatic Strands 4 Sacred Cat 4 Sea Gate 4 Squadron Hawk 4 The Modern Age // Vector Glider Sideboard:4 Blue Elemental Blast 3 Cast into the Fire 3 Destroy Evil 1 Hydroblast 4 Red Elemental Blast--------------------------------------------------------------------------Gostaria de participar ou organizar nossos classificatórios?Contato: nacionalpauper@outlook.comNacional Pauper - Não fique de fora!!!,2023-11-15T17:12:27.156079,[],https://scontent.fcpq3-1.fna.fbcdn.net/v/t39.30808-6/401787917_354900766915864_2291495688459415399_n.jpg?stp=dst-jpg_p75x225&_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_ohc=DDDoO6Hl1lIAX_WlWhg&_nc_ht=scontent.fcpq3-1.fna&oh=00_AfBNQpTXFaK7SJZmAnA-5otIVmANLTHastGZuse3QUNJKw&oe=6560003C https://scontent.fcpq3-1.fna.fbcdn.net/v/t39.30808-6/401786958_354900836915857_6100282390019292617_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_ohc=zoXBZiH1KWcAX-bbEdj&_nc_ht=scontent.fcpq3-1.fna&oh=00_AfApnItTrPKGpUXdWrtwWUhV8p8hivhp04f3F0JMlPCTiw&oe=655FEFEE,https://www.facebook.com/NacionalPauper/posts/pfbid036Y1KHSJjRj9pJ6jvihfSEoLXgGXFAnLT3Rn5GaX9LhfpqnVt2UQMGXgZupUjLST7l?__cft__[0]=AZVl4157hBo2JHXFmuYtanTH6Y3kFGa73BGPB-3r6nj0Me0rxoWC8nlxg8z96IcNOE-XV3APZbWZ5vfFoGKldBSfbPHU9kO7VczvZpHMqKsm4iUQ1IXxZfSfswdm9pl1pTKakSCVtgXmAXM35d-WeL_aT-bOBTy_pIQzQugAOOr4eT7gUDk8AqwykgvgX_GDcX-mimxKCn4DHvp6SolqGW-D&__tn__=%2CO%2CP-R
pfbid02jZx8KVhACCVQGpZd4B9PMBnRwhT87vdCDBV87DCcAJP81RtrpBuqNo6eKehJjxy8l,Nacional Pauper,0,3,0,0,0,0,0,0,3,4,Deck list do jogador classificado pela Shinu Made - Jundiaí - SPGiovani ScalariBGMain Deck:1 casebre da bruxa2 fazenda de podridão golgari4 Jardim de Khalni1 lodaçal assombrado10 Pântano1 Pântano de Bojuka1 fonte de sangue3 macular1 édito diabólico3 édito de chainer3 barganha do Justiceiro4 demover4 disputa mortífera2 lembas1 afogar em mágoa1 exalações sufocantes3 ratos da cripta2 espinho da rosa negra3 caçador vingador2 escuridão giratória1 saqueador Fangren3 trol de Khazad-dûmSideboard:2 coagir2 fogueira1 deglamizar3 naturalizar3 resistir a tempestade2 afogar em mágoas2 magibomba niilista--------------------------------------------------------------------------Gostaria de participar ou organizar nossos classificatórios?Contato: nacionalpauper@outlook.comNacional Pauper - Não fique de fora!!!,2023-11-15T17:12:27.261212,[],https://scontent.fcpq3-1.fna.fbcdn.net/v/t39.30808-6/402101439_354680413604566_9003190956099457924_n.jpg?stp=dst-jpg_p75x225&_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_ohc=pyWNtaLNDo8AX-hEu_e&_nc_ht=scontent.fcpq3-1.fna&oh=00_AfAsGMY0dpllojyCZsii4rcxZn5ABZLK7m-znnMDeod95A&oe=6560991A https://scontent.fcpq3-1.fna.fbcdn.net/v/t39.30808-6/402064519_354680483604559_7279965967964124025_n.jpg?stp=dst-jpg_s600x600&_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_ohc=K2AX6MRuSDoAX9aYROt&_nc_ht=scontent.fcpq3-1.fna&oh=00_AfAifI1nioW9W-j0_2pYragVk05YY1aihveN7qE4wXH9_w&oe=65608431 https://scontent.fcpq3-1.fna.fbcdn.net/v/t39.30808-6/401844655_354680533604554_5370530819628060040_n.jpg?stp=dst-jpg_s600x600&_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_ohc=r5X0fucopAAAX8gfKjb&_nc_ht=scontent.fcpq3-1.fna&oh=00_AfAbKxwOL0UIeuFCg5JWH8At4SyBRU8TziXRgo5xZQttsg&oe=656024B1,https://www.facebook.com/NacionalPauper/posts/pfbid02jZx8KVhACCVQGpZd4B9PMBnRwhT87vdCDBV87DCcAJP81RtrpBuqNo6eKehJjxy8l?__cft__[0]=AZUw3IneYRoLE4ugZwfQUR4tLgymKDQ6buJwQ6cbQYE-_etW4C9a3_t3c2_UF8QB9YD2xiMXUKHCFaS5Ofb5jR35VG_oxzBoC4IoBiJMkhTN_VB34PiW3_4u7_bADUQqUvn_wq-9Eki9SYbaV83v17U7m-SytvjgD0TkDlynhAxG96_C8w6ArzqVVbyx1xJ3m9rIcd2eVSbgPW5RePVY1MrF&__tn__=%2CO%2CP-R
pfbid032Bx1mgNtkZ3xbgCCARZNhfvFcUJivkMYaxvX8nbghwE9cJmKRGN8XFtHT9tpiCSJl,Nacional Pauper,0,1,0,0,0,0,0,0,1,2,"CLASSIFICATÓRIOS PARA O NACIONAL PAUPER 2023 DOS DIAS 13/11 À 19/11:--------------------------------------------------------------------------Loja: Jackpot Jogos - São Carlos - SPData: 13/11Horário: 19:30hInscrição: R$ 28,00Premiação: R$20,00 em créditos de premiação para cada inscrito--------------------------------------------------------------------------Loja: Lumus Jogos e Colecionáveis - Barueri - SPData: 14/11Horário: 19:30hInscrição: R$ 35,00Premiação: booster promo e créditos na Lumus para os melhores colocados--------------------------------------------------------------------------Loja: Click Cards & Games - Suzano - SPData: 14/11Horário: 19:30hInscrição: R$ 18,00Premiação: créditos--------------------------------------------------------------------------Loja: Jaraguá Team - Jaraguá do Sul - SCData: 14/11Horário: ?Inscrição: ?Premiação: ?--------------------------------------------------------------------------Loja: Shinu Made - Jundiaí - SP (SUPER CLASSIFICATÓRIO)Data: 15/11Horário: 19:00hInscrição: R$ 28,00Premiação: créditos--------------------------------------------------------------------------Loja: Forjamundos - Campinas - SPData: 15/11Horário: 19:30hInscrição: R$ 10,00Premiação: vaga + promo para participantes.--------------------------------------------------------------------------Loja: Kedge Card Games - Itaquaquecetuba - SPData: 16/11Horário: 19:30hInscrição: R$ 18,00Premiação: créditos--------------------------------------------------------------------------Loja: Neowalkers Geek Store - Guarulhos - SPData: 17/11Horário: 20:00hInscrição: R$ 25,00Premiação: R$ 17,00 distribuídos entre os melhores colocados--------------------------------------------------------------------------Loja: Arena Offline - Suzano - SPData: 17/11Horário: 19:30hInscrição: R$ 18,00Premiação: créditos------------------------------------------------------------------------Loja: Kedge Card Games - Itaquaquecetuba - SPData: 18/11Horário: 14:30hInscrição: R$ 18,00Premiação: créditos--------------------------------------------------------------------------Loja: X1 Arena - Indaiatuba - SP (SUPER CLASSIFICATÓRIO)Data: 18/11Horário: 14:30hInscrição: R$ 35,00Premiação: créditos--------------------------------------------------------------------------Loja: Bolovo Games - Santos - SP (SUPER CLASSIFICATÓRIO)Data: 18/11Horário: ?Inscrição: ?Premiação: ?--------------------------------------------------------------------------Loja: Dalaran Games - Joinville - SC (SUPER CLASSIFICATÓRIO)Data: 19/11Horário: 14:00hInscrição: R$ 50,00Premiação: créditos na loja--------------------------------------------------------------------------Loja: Omniverse - São Paulo - SP (SUPER CLASSIFICATÓRIO)Data: 19/11Horário: 14:00hInscrição: R$ 15,00 (ou R$ 13,50 no PIX)Premiação: (1º à 16º colocados): Card promo escolhido por ordem de classificação(17º colocado em diante): Card promo aleatório.--------------------------------------------------------------------------Gostaria de participar ou organizar nossos classificatórios?Contato: nacionalpauper@outlook.comNacional Pauper - Não fique de fora!!!",2023-11-14T17:12:27.477550,[],https://scontent.fcpq3-1.fna.fbcdn.net/v/t39.30808-6/401827110_354095420329732_3110107575644881941_n.jpg?stp=dst-jpg_p75x225&_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_ohc=1gIkJtlPMdcAX81fnts&_nc_ht=scontent.fcpq3-1.fna&oh=00_AfDp--hZVT9Jj5M7r3JOva5EX7QyNF7jJIi5NiXWv6lKcQ&oe=655FE677 https://scontent.fcpq3-1.fna.fbcdn.net/v/t39.30808-6/400158918_354097240329550_3744705948174249223_n.jpg?stp=dst-jpg_p552x414&_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_ohc=lvELz1NAOF4AX8vV4q6&_nc_ht=scontent.fcpq3-1.fna&oh=00_AfB1C3Hd3weQoCPZUXSuOBOnXywqPf3JUu9slt3vpnDckQ&oe=656175C4 https://scontent.fcpq3-1.fna.fbcdn.net/v/t39.30808-6/401827005_354097190329555_3425871799017075217_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_ohc=n7sUm_YQjZAAX84iMPy&_nc_ht=scontent.fcpq3-1.fna&oh=00_AfBVkASAKqL-WcDvXeYcGlTdM9Xwc1h8gLHZyPByPYootg&oe=65617C05 https://scontent.fcpq3-1.fna.fbcdn.net/v/t39.30808-6/401804093_354097200329554_3370244919571484352_n.jpg?stp=dst-jpg_s600x600&_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_ohc=Vpej8xuVkWAAX9LZNFY&_nc_ht=scontent.fcpq3-1.fna&oh=00_AfAG9RBEi7wKRIpcUubnZdHRtFUNyU-dWqruQCQg29-Qiw&oe=656111AA https://scontent.fcpq3-1.fna.fbcdn.net/v/t39.30808-6/401831014_354097376996203_3113766043078547280_n.jpg?stp=dst-jpg_p600x600&_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_ohc=-LmYvYzD0LcAX9gEWeD&_nc_ht=scontent.fcpq3-1.fna&oh=00_AfCpSG31HgeenbZNR_2r0ruAb5Bxddi8jOxHJs9-67aVsw&oe=656153CC,https://www.facebook.com/NacionalPauper/posts/pfbid032Bx1mgNtkZ3xbgCCARZNhfvFcUJivkMYaxvX8nbghwE9cJmKRGN8XFtHT9tpiCSJl?__cft__[0]=AZXdLiacIwscOOx5fhMQtlkYABJoq8xNIZpoTCdTyXxdo4tcWIpxsyvxT7QqQndZjTxVZHOOFRt3dWPsogQsv8tuHV5jl4PdS1Zhx4ccUeo_5bPG-3Spso_NBmRj6gnbwMTuORLhBEP51WpNsPfO3MBpvm38aTPhNtFqNQU6iMm2Hyg7ajEZNuYmcrpaCz4Z-ODYaJg3a4H2QgOqIocPme2-&__tn__=%2CO%2CP-R
pfbid02JVbmWZtT6XHFNUHnMXVY77sQTnYHihgFqgPSHHC8REb4Bf6gZsM9ggkyyV58fFAql,Nacional Pauper,0,1,0,0,0,0,0,0,1,0,Deck list do jogador que recebeu bye 1 pela Imperium TCG - Espírito Santo do Pinhal - SPFilipe AlvesBGMain Deck: 13 Forest1 Haunted Mire2 Swamp2 Wild Growth4 Arbor Elf4 Utopia Sprawl4 Cast Down4 Exhume4 Thermokarst4 Llanowar Visionary4 Mwonvuli Acid-Moss4 Avenging Hunter2 Generous Ent4 Troll of Khazad-dum4 Annoyed Altisaur Sideboard:3 Nihil Spellbomb2 Chainer's Edict4 Deglamer3 Weather the Storm3 Arms of Hadar --------------------------------------------------------------------------Gostaria de participar ou organizar nossos classificatórios?Contato: nacionalpauper@outlook.comNacional Pauper - Não fique de fora!!!,2023-11-14T17:12:27.704584,[],https://scontent.fcpq3-1.fna.fbcdn.net/v/t39.30808-6/401781453_354066513665956_8749089533508914450_n.jpg?stp=dst-jpg_p75x225&_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_ohc=jC9xiuM5PNsAX_84PgN&_nc_ht=scontent.fcpq3-1.fna&oh=00_AfDMlsqcG03C5Vm8l48reNNYx70C6u2BAxcX0R7rV3p2Nw&oe=655FC7D8 https://scontent.fcpq3-1.fna.fbcdn.net/v/t39.30808-6/401750625_354066570332617_5708403164436236579_n.jpg?stp=dst-jpg_p600x600&_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_ohc=Y2IMMDu53uQAX997LtN&_nc_ht=scontent.fcpq3-1.fna&oh=00_AfBsUnRZkF7NizMAguNjkIN45FZfirVgetizVNZlZr6pQg&oe=656128DC,https://www.facebook.com/NacionalPauper/posts/pfbid02JVbmWZtT6XHFNUHnMXVY77sQTnYHihgFqgPSHHC8REb4Bf6gZsM9ggkyyV58fFAql?__cft__[0]=AZWaq62WMTnqCs9OiFqSIgRkZC8TnCqvRuHYyiRRSLxU_UBsaQpX6LWA836q5MCpWyGnTOMAo86znuddzomX7mepK4MvY0AoJn89eJxAKwUyDlQAHmVd0Nev49dNT_8tRKdcPGNhkqebAs8cXAefVE2L2Bl1bOoV6WWz4ABCTYVNmdsiaJtZJR_msgRiSZQgZFuKzKGxmiwD97QohN8MDinp&__tn__=%2CO%2CP-R
